workerid,rt,color,label,item,slide_number_in_experiment,response,condition,size,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
10,2906,purple,a purple coat hanger,coathanger,21,1,modified,big,English,1,Female,36,,Yes,2,Mac,900,1440,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3DUZQ9U6SMNXKXJ12JFHO9S3038SVQ,10,Submitted,Wed Mar 02 03:39:01 PST 2016,Tue Mar 01 10:55:27 PST 2016,Tue Mar 01 10:59:01 PST 2016,,,,,,[],{},3.520583333333333
10,6207,blue,a golf ball,golfball,22,1,unmodified,big,English,1,Female,36,,Yes,2,Mac,900,1440,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3DUZQ9U6SMNXKXJ12JFHO9S3038SVQ,10,Submitted,Wed Mar 02 03:39:01 PST 2016,Tue Mar 01 10:55:27 PST 2016,Tue Mar 01 10:59:01 PST 2016,,,,,,[],{},3.520583333333333
10,3100,red,a red bucket,bucket,23,1,modified,big,English,1,Female,36,,Yes,2,Mac,900,1440,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3DUZQ9U6SMNXKXJ12JFHO9S3038SVQ,10,Submitted,Wed Mar 02 03:39:01 PST 2016,Tue Mar 01 10:55:27 PST 2016,Tue Mar 01 10:59:01 PST 2016,,,,,,[],{},3.520583333333333
10,3207,pink,a pink balloon,balloon,24,1,modified,big,English,1,Female,36,,Yes,2,Mac,900,1440,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3DUZQ9U6SMNXKXJ12JFHO9S3038SVQ,10,Submitted,Wed Mar 02 03:39:01 PST 2016,Tue Mar 01 10:55:27 PST 2016,Tue Mar 01 10:59:01 PST 2016,,,,,,[],{},3.520583333333333
10,2678,purple,a purple billiard ball,billiardball,25,1,modified,big,English,1,Female,36,,Yes,2,Mac,900,1440,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3DUZQ9U6SMNXKXJ12JFHO9S3038SVQ,10,Submitted,Wed Mar 02 03:39:01 PST 2016,Tue Mar 01 10:55:27 PST 2016,Tue Mar 01 10:59:01 PST 2016,,,,,,[],{},3.520583333333333
10,5882,purple,a purple rock,rock,26,0.12,modified,big,English,1,Female,36,,Yes,2,Mac,900,1440,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3DUZQ9U6SMNXKXJ12JFHO9S3038SVQ,10,Submitted,Wed Mar 02 03:39:01 PST 2016,Tue Mar 01 10:55:27 PST 2016,Tue Mar 01 10:59:01 PST 2016,,,,,,[],{},3.520583333333333
10,2237,purple,a purple rug,rug,27,1,modified,big,English,1,Female,36,,Yes,2,Mac,900,1440,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3DUZQ9U6SMNXKXJ12JFHO9S3038SVQ,10,Submitted,Wed Mar 02 03:39:01 PST 2016,Tue Mar 01 10:55:27 PST 2016,Tue Mar 01 10:59:01 PST 2016,,,,,,[],{},3.520583333333333
10,1938,blue,a blue ornament,ornament,28,1,modified,big,English,1,Female,36,,Yes,2,Mac,900,1440,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3DUZQ9U6SMNXKXJ12JFHO9S3038SVQ,10,Submitted,Wed Mar 02 03:39:01 PST 2016,Tue Mar 01 10:55:27 PST 2016,Tue Mar 01 10:59:01 PST 2016,,,,,,[],{},3.520583333333333
10,1868,red,a red flower,flower,29,1,modified,big,English,1,Female,36,,Yes,2,Mac,900,1440,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3DUZQ9U6SMNXKXJ12JFHO9S3038SVQ,10,Submitted,Wed Mar 02 03:39:01 PST 2016,Tue Mar 01 10:55:27 PST 2016,Tue Mar 01 10:59:01 PST 2016,,,,,,[],{},3.520583333333333
10,2296,yellow,a yellow napkin,napkin,30,1,modified,big,English,1,Female,36,,Yes,2,Mac,900,1440,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3DUZQ9U6SMNXKXJ12JFHO9S3038SVQ,10,Submitted,Wed Mar 02 03:39:01 PST 2016,Tue Mar 01 10:55:27 PST 2016,Tue Mar 01 10:59:01 PST 2016,,,,,,[],{},3.520583333333333
10,2694,green,a green chair,chair,31,0.8,modified,big,English,1,Female,36,,Yes,2,Mac,900,1440,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3DUZQ9U6SMNXKXJ12JFHO9S3038SVQ,10,Submitted,Wed Mar 02 03:39:01 PST 2016,Tue Mar 01 10:55:27 PST 2016,Tue Mar 01 10:59:01 PST 2016,,,,,,[],{},3.520583333333333
10,2290,yellow,a yellow shoe,shoe,32,0.9,modified,big,English,1,Female,36,,Yes,2,Mac,900,1440,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3DUZQ9U6SMNXKXJ12JFHO9S3038SVQ,10,Submitted,Wed Mar 02 03:39:01 PST 2016,Tue Mar 01 10:55:27 PST 2016,Tue Mar 01 10:59:01 PST 2016,,,,,,[],{},3.520583333333333
10,4140,blue,a butterfly,butterfly,33,0.09,unmodified,big,English,1,Female,36,,Yes,2,Mac,900,1440,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3DUZQ9U6SMNXKXJ12JFHO9S3038SVQ,10,Submitted,Wed Mar 02 03:39:01 PST 2016,Tue Mar 01 10:55:27 PST 2016,Tue Mar 01 10:59:01 PST 2016,,,,,,[],{},3.520583333333333
10,3296,red, red yarn,yarn,34,1,modified,big,English,1,Female,36,,Yes,2,Mac,900,1440,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3DUZQ9U6SMNXKXJ12JFHO9S3038SVQ,10,Submitted,Wed Mar 02 03:39:01 PST 2016,Tue Mar 01 10:55:27 PST 2016,Tue Mar 01 10:59:01 PST 2016,,,,,,[],{},3.520583333333333
10,3941,blue,a blue toothbrush,toothbrush,35,1,modified,big,English,1,Female,36,,Yes,2,Mac,900,1440,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3DUZQ9U6SMNXKXJ12JFHO9S3038SVQ,10,Submitted,Wed Mar 02 03:39:01 PST 2016,Tue Mar 01 10:55:27 PST 2016,Tue Mar 01 10:59:01 PST 2016,,,,,,[],{},3.520583333333333
10,2233,orange,a cap,cap,36,1,unmodified,big,English,1,Female,36,,Yes,2,Mac,900,1440,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3DUZQ9U6SMNXKXJ12JFHO9S3038SVQ,10,Submitted,Wed Mar 02 03:39:01 PST 2016,Tue Mar 01 10:55:27 PST 2016,Tue Mar 01 10:59:01 PST 2016,,,,,,[],{},3.520583333333333
10,2774,green,an avocado,avocado,37,1,unmodified,big,English,1,Female,36,,Yes,2,Mac,900,1440,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3DUZQ9U6SMNXKXJ12JFHO9S3038SVQ,10,Submitted,Wed Mar 02 03:39:01 PST 2016,Tue Mar 01 10:55:27 PST 2016,Tue Mar 01 10:59:01 PST 2016,,,,,,[],{},3.520583333333333
11,6098,red,a bike,bike,2,0.35,unmodified,big,english,1,Female,31,,Yes,2,Windows,768,1366,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3Q5ZZ9ZEVOEY3JPDIURZ3KY3BLZ58W,11,Submitted,Wed Mar 02 03:39:04 PST 2016,Tue Mar 01 10:56:21 PST 2016,Tue Mar 01 10:59:04 PST 2016,,,,,,[],{},2.6513666666666666
11,3630,pink,a pink frame,framee,3,0.76,modified,big,english,1,Female,31,,Yes,2,Windows,768,1366,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3Q5ZZ9ZEVOEY3JPDIURZ3KY3BLZ58W,11,Submitted,Wed Mar 02 03:39:04 PST 2016,Tue Mar 01 10:56:21 PST 2016,Tue Mar 01 10:59:04 PST 2016,,,,,,[],{},2.6513666666666666
11,2235,red,a red flower,flower,4,0.89,modified,big,english,1,Female,31,,Yes,2,Windows,768,1366,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3Q5ZZ9ZEVOEY3JPDIURZ3KY3BLZ58W,11,Submitted,Wed Mar 02 03:39:04 PST 2016,Tue Mar 01 10:56:21 PST 2016,Tue Mar 01 10:59:04 PST 2016,,,,,,[],{},2.6513666666666666
11,3051,green,a green rock,rock,5,0.07,modified,big,english,1,Female,31,,Yes,2,Windows,768,1366,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3Q5ZZ9ZEVOEY3JPDIURZ3KY3BLZ58W,11,Submitted,Wed Mar 02 03:39:04 PST 2016,Tue Mar 01 10:56:21 PST 2016,Tue Mar 01 10:59:04 PST 2016,,,,,,[],{},2.6513666666666666
11,2724,green,a green bracelet,bracelet,6,0.75,modified,big,english,1,Female,31,,Yes,2,Windows,768,1366,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3Q5ZZ9ZEVOEY3JPDIURZ3KY3BLZ58W,11,Submitted,Wed Mar 02 03:39:04 PST 2016,Tue Mar 01 10:56:21 PST 2016,Tue Mar 01 10:59:04 PST 2016,,,,,,[],{},2.6513666666666666
11,2348,blue,a cushion,cushion,7,0.83,unmodified,big,english,1,Female,31,,Yes,2,Windows,768,1366,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3Q5ZZ9ZEVOEY3JPDIURZ3KY3BLZ58W,11,Submitted,Wed Mar 02 03:39:04 PST 2016,Tue Mar 01 10:56:21 PST 2016,Tue Mar 01 10:59:04 PST 2016,,,,,,[],{},2.6513666666666666
11,3387,blue,a blue golf ball,golfball,8,0.94,modified,big,english,1,Female,31,,Yes,2,Windows,768,1366,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3Q5ZZ9ZEVOEY3JPDIURZ3KY3BLZ58W,11,Submitted,Wed Mar 02 03:39:04 PST 2016,Tue Mar 01 10:56:21 PST 2016,Tue Mar 01 10:59:04 PST 2016,,,,,,[],{},2.6513666666666666
11,2763,green,a pepper,pepper,9,0.98,unmodified,big,english,1,Female,31,,Yes,2,Windows,768,1366,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3Q5ZZ9ZEVOEY3JPDIURZ3KY3BLZ58W,11,Submitted,Wed Mar 02 03:39:04 PST 2016,Tue Mar 01 10:56:21 PST 2016,Tue Mar 01 10:59:04 PST 2016,,,,,,[],{},2.6513666666666666
11,2520,blue,a comb,comb,10,0.7,unmodified,big,english,1,Female,31,,Yes,2,Windows,768,1366,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3Q5ZZ9ZEVOEY3JPDIURZ3KY3BLZ58W,11,Submitted,Wed Mar 02 03:39:04 PST 2016,Tue Mar 01 10:56:21 PST 2016,Tue Mar 01 10:59:04 PST 2016,,,,,,[],{},2.6513666666666666
11,1927,purple,a purple ornament,ornament,11,0.89,modified,big,english,1,Female,31,,Yes,2,Windows,768,1366,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3Q5ZZ9ZEVOEY3JPDIURZ3KY3BLZ58W,11,Submitted,Wed Mar 02 03:39:04 PST 2016,Tue Mar 01 10:56:21 PST 2016,Tue Mar 01 10:59:04 PST 2016,,,,,,[],{},2.6513666666666666
11,3801,green,a green guitar,guitar,12,0.81,modified,big,english,1,Female,31,,Yes,2,Windows,768,1366,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3Q5ZZ9ZEVOEY3JPDIURZ3KY3BLZ58W,11,Submitted,Wed Mar 02 03:39:04 PST 2016,Tue Mar 01 10:56:21 PST 2016,Tue Mar 01 10:59:04 PST 2016,,,,,,[],{},2.6513666666666666
11,3044,black,a black avocado,avocado,13,0.95,modified,big,english,1,Female,31,,Yes,2,Windows,768,1366,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3Q5ZZ9ZEVOEY3JPDIURZ3KY3BLZ58W,11,Submitted,Wed Mar 02 03:39:04 PST 2016,Tue Mar 01 10:56:21 PST 2016,Tue Mar 01 10:59:04 PST 2016,,,,,,[],{},2.6513666666666666
11,2238,red,a tack,tack,14,0.71,unmodified,big,english,1,Female,31,,Yes,2,Windows,768,1366,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3Q5ZZ9ZEVOEY3JPDIURZ3KY3BLZ58W,11,Submitted,Wed Mar 02 03:39:04 PST 2016,Tue Mar 01 10:56:21 PST 2016,Tue Mar 01 10:59:04 PST 2016,,,,,,[],{},2.6513666666666666
11,3584,pink,a teacup,teacup,15,0.7,unmodified,big,english,1,Female,31,,Yes,2,Windows,768,1366,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3Q5ZZ9ZEVOEY3JPDIURZ3KY3BLZ58W,11,Submitted,Wed Mar 02 03:39:04 PST 2016,Tue Mar 01 10:56:21 PST 2016,Tue Mar 01 10:59:04 PST 2016,,,,,,[],{},2.6513666666666666
11,2692,white,a white wedding cake,weddingcake,16,0.81,modified,big,english,1,Female,31,,Yes,2,Windows,768,1366,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3Q5ZZ9ZEVOEY3JPDIURZ3KY3BLZ58W,11,Submitted,Wed Mar 02 03:39:04 PST 2016,Tue Mar 01 10:56:21 PST 2016,Tue Mar 01 10:59:04 PST 2016,,,,,,[],{},2.6513666666666666
11,3207,purple,a purple butterfly,butterfly,17,0.93,modified,big,english,1,Female,31,,Yes,2,Windows,768,1366,Chrome,3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,38NEE7DWQJ0Z936PRCWX9HV57N80TG,Language study,A 5-minute study where you label objects.,language experiment study communication stanford fun cognitive science,$0.25,Tue Mar 01 10:54:02 PST 2016,60,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Thu Mar 31 11:54:02 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PYFJ5AB3LWSE3BGPO34KP2,3Q5ZZ9ZEVOEY3JPDIURZ3KY3BLZ58W,11,Submitted,Wed Mar 02 03:39:04 PST 2016,Tue Mar 01 10:56:21 PST 2016,Tue Mar 01 10:59:04 PST 2016,,,,,,[],{},2.6513666666666666
