gameid	time	roundNum	trialType	condition	nameClickedObj	targetStatusClickedObj	spLocsClickedObj	lisLocsClickedObj	basiclevelClickedObj	superdomainClickedObj	alt1Name	alt1TargetStatus	alt1SpLocs	alt1LisLocs	alt1Basiclevel	alt1superdomain	alt2Name	alt2TargetStatus	alt2SpLocs	alt2LisLocs	alt2Basiclevel	alt2superdomain	alt3Name	alt3TargetStatus	alt3SpLocs	alt3LisLocs	alt3Basiclevel	alt3superdomain	alt4Name	alt4TargetStatus	alt4SpLocs	alt4LisLocs	alt4Basiclevel	alt4superdomain	numMessages	numSMessages	numLMessages	speakerMessages	listenerMessages	messageTimeStamps	refExp	sizeMentioned	colorMentioned	typeMentioned	clickedType	clickedSize	clickedColor	colors	sizes	types	oneMentioned	theMentioned
4886-d	1455301175785	7	colorSizeTrial	size33	small_blue_ornament	target	3	3	NA	NA	big_blue_ornament	distractor	1	2	NA	NA	big_blue_ornament	distractor	4	4	NA	NA	big_blue_ornament	distractor	2	1	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	small blue		1455301173557	small blue	True	True	False	ornament	small	blue	TRUE	TRUE	FALSE	FALSE	FALSE
4886-d	1455301181947	8	colorSizeTrial	color41	big_white_shoe	target	3	5	NA	NA	big_yellow_shoe	distractor	5	3	NA	NA	small_yellow_shoe	distractor	4	4	NA	NA	small_yellow_shoe	distractor	2	2	NA	NA	small_yellow_shoe	distractor	1	1	NA	NA	1	1	0	whote		1455301178867	whote	False	False	False	shoe	big	white	FALSE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301191537	9	colorSizeTrial	size21	big_purple_bike	target	2	4	NA	NA	small_red_bike	distractor	4	2	NA	NA	small_purple_bike	distractor	3	3	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	big purple		1455301189926	big purple	True	True	False	bike	big	purple	TRUE	TRUE	FALSE	FALSE	FALSE
4886-d	1455301210027	12	colorSizeTrial	size32	big_blue_guitar	target	4	4	NA	NA	small_green_guitar	distractor	2	2	NA	NA	small_blue_guitar	distractor	1	1	NA	NA	small_blue_guitar	distractor	3	3	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	big guitar		1455301208116	big guitar	True	False	True	guitar	big	blue	FALSE	TRUE	TRUE	FALSE	FALSE
4886-d	1455301221977	14	colorSizeTrial	size22	small_red_chair	target	4	4	NA	NA	big_red_chair	distractor	2	2	NA	NA	big_red_chair	distractor	3	3	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	small		1455301220704	small	True	False	False	chair	small	red	FALSE	TRUE	FALSE	FALSE	FALSE
4886-d	1455301237298	17	colorSizeTrial	size21	small_blue_cap	target	2	3	NA	NA	big_blue_cap	distractor	4	2	NA	NA	big_orange_cap	distractor	3	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	small blue		1455301235874	small blue	True	True	False	cap	small	blue	TRUE	TRUE	FALSE	FALSE	FALSE
4886-d	1455301253987	20	colorSizeTrial	color21	big_purple_rug	target	3	2	NA	NA	big_blue_rug	distractor	4	4	NA	NA	small_blue_rug	distractor	2	3	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	rpurple		1455301252219	rpurple	False	False	False	rug	big	purple	TRUE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301259238	21	colorSizeTrial	size42	small_white_teacup	target	4	1	NA	NA	big_white_teacup	distractor	1	4	NA	NA	big_pink_teacup	distractor	3	3	NA	NA	big_pink_teacup	distractor	5	2	NA	NA	big_white_teacup	distractor	2	5	NA	NA	2	2	0	sall___small		1455301257322___1455301258930	sall	False	False	False	teacup	small	white	FALSE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301274716	24	colorSizeTrial	color41	small_green_rock	target	5	4	NA	NA	small_purple_rock	distractor	4	1	NA	NA	big_purple_rock	distractor	2	2	NA	NA	big_purple_rock	distractor	1	3	NA	NA	big_purple_rock	distractor	3	5	NA	NA	1	1	0	green		1455301273446	green	False	True	False	rock	small	green	TRUE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301284418	26	colorSizeTrial	color33	small_black_turtle	target	3	4	NA	NA	small_brown_turtle	distractor	1	3	NA	NA	small_brown_turtle	distractor	4	1	NA	NA	small_brown_turtle	distractor	2	2	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	black		1455301283075	black	False	True	False	turtle	small	black	TRUE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301289717	27	colorSizeTrial	color44	big_purple_billiardball	target	4	1	NA	NA	big_orange_billiardball	distractor	2	2	NA	NA	big_orange_billiardball	distractor	1	5	NA	NA	big_orange_billiardball	distractor	3	3	NA	NA	big_orange_billiardball	distractor	5	4	NA	NA	1	1	0	unique one		1455301288516	unique one	False	False	False	billiardball	big	purple	FALSE	FALSE	FALSE	TRUE	FALSE
4886-d	1455301294378	28	colorSizeTrial	size42	small_pink_bucket	target	3	4	NA	NA	big_red_bucket	distractor	2	2	NA	NA	big_pink_bucket	distractor	5	5	NA	NA	big_red_bucket	distractor	1	3	NA	NA	big_pink_bucket	distractor	4	1	NA	NA	1	1	0	small		1455301292823	small	True	False	False	bucket	small	pink	FALSE	TRUE	FALSE	FALSE	FALSE
4886-d	1455301298794	29	colorSizeTrial	size31	small_orange_coathanger	target	4	1	NA	NA	big_orange_coathanger	distractor	2	3	NA	NA	big_purple_coathanger	distractor	3	2	NA	NA	big_purple_coathanger	distractor	1	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	small		1455301297869	small	True	False	False	coathanger	small	orange	FALSE	TRUE	FALSE	FALSE	FALSE
4886-d	1455301307327	31	colorSizeTrial	color21	big_green_bracelet	target	2	3	NA	NA	small_purple_bracelet	distractor	4	2	NA	NA	big_purple_bracelet	distractor	3	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	green		1455301306018	green	False	True	False	bracelet	big	green	TRUE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301312437	32	colorSizeTrial	color42	small_brown_jacket	target	1	3	NA	NA	big_green_jacket	distractor	4	1	NA	NA	big_green_jacket	distractor	5	4	NA	NA	small_green_jacket	distractor	3	5	NA	NA	small_green_jacket	distractor	2	2	NA	NA	1	1	0	orange		1455301311170	orange	False	False	False	jacket	small	brown	TRUE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301316547	33	colorSizeTrial	color22	big_white_phone	target	4	2	NA	NA	big_pink_phone	distractor	2	3	NA	NA	big_pink_phone	distractor	3	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	white		1455301315674	white	False	True	False	phone	big	white	TRUE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301346627	38	colorSizeTrial	color43	big_blue_toothbrush	target	1	5	NA	NA	small_red_toothbrush	distractor	3	3	NA	NA	big_red_toothbrush	distractor	2	2	NA	NA	big_red_toothbrush	distractor	4	4	NA	NA	big_red_toothbrush	distractor	5	1	NA	NA	1	1	0	blue		1455301345200	blue	False	True	False	toothbrush	big	blue	TRUE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301368506	43	colorSizeTrial	color43	big_red_pepper	target	1	2	NA	NA	big_green_pepper	distractor	2	3	NA	NA	big_green_pepper	distractor	3	1	NA	NA	big_green_pepper	distractor	5	5	NA	NA	small_green_pepper	distractor	4	4	NA	NA	1	1	0	red		1455301367553	red	False	True	False	pepper	big	red	TRUE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301375154	44	colorSizeTrial	color44	small_pink_hairdryer	target	5	2	NA	NA	small_purple_hairdryer	distractor	4	4	NA	NA	small_purple_hairdryer	distractor	3	3	NA	NA	small_purple_hairdryer	distractor	1	1	NA	NA	small_purple_hairdryer	distractor	2	5	NA	NA	1	1	0	light pink		1455301373639	light pink	False	True	False	hairdryer	small	pink	TRUE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301380111	45	colorSizeTrial	size44	big_brown_belt	target	1	1	NA	NA	small_brown_belt	distractor	2	4	NA	NA	small_brown_belt	distractor	5	5	NA	NA	small_brown_belt	distractor	4	3	NA	NA	small_brown_belt	distractor	3	2	NA	NA	1	1	0	big		1455301378846	big	True	False	False	belt	big	brown	FALSE	TRUE	FALSE	FALSE	FALSE
4886-d	1455301386119	46	colorSizeTrial	color22	small_purple_stapler	target	2	3	NA	NA	small_red_stapler	distractor	4	2	NA	NA	small_red_stapler	distractor	3	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	purple		1455301385283	purple	False	True	False	stapler	small	purple	TRUE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301413547	52	colorSizeTrial	size22	small_green_framee	target	2	2	NA	NA	big_green_framee	distractor	3	3	NA	NA	big_green_framee	distractor	4	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	small		1455301412822	small	True	False	False	framee	small	green	FALSE	TRUE	FALSE	FALSE	FALSE
4886-d	1455301418518	53	colorSizeTrial	size31	small_orange_napkin	target	3	4	NA	NA	big_yellow_napkin	distractor	4	1	NA	NA	big_orange_napkin	distractor	2	3	NA	NA	big_yellow_napkin	distractor	1	2	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	small		1455301416697	small	True	False	False	napkin	small	orange	FALSE	TRUE	FALSE	FALSE	FALSE
4886-d	1455301426658	55	colorSizeTrial	size43	big_white_weddingcake	target	4	5	NA	NA	small_white_weddingcake	distractor	5	1	NA	NA	small_white_weddingcake	distractor	3	4	NA	NA	small_pink_weddingcake	distractor	1	3	NA	NA	small_white_weddingcake	distractor	2	2	NA	NA	1	1	0	big		1455301425160	big	True	False	False	weddingcake	big	white	FALSE	TRUE	FALSE	FALSE	FALSE
4886-d	1455301431118	56	colorSizeTrial	color32	big_black_book	target	4	3	NA	NA	small_blue_book	distractor	3	1	NA	NA	big_blue_book	distractor	2	4	NA	NA	big_blue_book	distractor	1	2	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	black		1455301429915	black	False	True	False	book	big	black	TRUE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301434985	57	colorSizeTrial	size32	big_red_candle	target	2	2	NA	NA	small_blue_candle	distractor	1	3	NA	NA	small_red_candle	distractor	4	4	NA	NA	small_red_candle	distractor	3	1	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	big		1455301433685	big	True	False	False	candle	big	red	FALSE	TRUE	FALSE	FALSE	FALSE
4886-d	1455301439045	58	colorSizeTrial	color31	big_red_flower	target	1	3	NA	NA	small_purple_flower	distractor	4	4	NA	NA	big_purple_flower	distractor	2	2	NA	NA	small_purple_flower	distractor	3	1	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	red		1455301437830	red	False	True	False	flower	big	red	TRUE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301445877	60	colorSizeTrial	size33	small_blue_butterfly	distractor	2	2	NA	NA	big_blue_butterfly	target	1	1	NA	NA	small_blue_butterfly	distractor	4	3	NA	NA	small_blue_butterfly	distractor	3	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	0	0	0				NA	False	False	False	butterfly	small	blue	FALSE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301454237	61	colorSizeTrial	size44	big_pink_balloon	target	2	2	NA	NA	small_pink_balloon	distractor	4	4	NA	NA	small_pink_balloon	distractor	3	3	NA	NA	small_pink_balloon	distractor	1	1	NA	NA	small_pink_balloon	distractor	5	5	NA	NA	2	1	1	big	oops	1455301451002___1455301452875	big	True	False	False	balloon	big	pink	FALSE	TRUE	FALSE	FALSE	FALSE
4886-d	1455301515298	68	colorSizeTrial	size41	small_black_comb	target	3	1	NA	NA	big_blue_comb	distractor	4	5	NA	NA	big_blue_comb	distractor	1	3	NA	NA	big_blue_comb	distractor	5	2	NA	NA	big_black_comb	distractor	2	4	NA	NA	1	1	0	small		1455301513985	small	True	False	False	comb	small	black	FALSE	TRUE	FALSE	FALSE	FALSE
4886-d	1455301519475	69	colorSizeTrial	color32	small_green_binder	target	3	1	NA	NA	small_blue_binder	distractor	2	2	NA	NA	small_blue_binder	distractor	4	3	NA	NA	big_blue_binder	distractor	1	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	grene		1455301518366	grene	False	False	False	binder	small	green	FALSE	FALSE	FALSE	FALSE	FALSE
4886-d	1455301523876	70	colorSizeTrial	color33	big_purple_yarn	target	4	3	NA	NA	big_red_yarn	distractor	3	1	NA	NA	big_red_yarn	distractor	1	4	NA	NA	big_red_yarn	distractor	2	2	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	pink		1455301522268	pink	False	False	False	yarn	big	purple	TRUE	FALSE	FALSE	FALSE	FALSE
0842-a	1455301273653	3	colorSizeTrial	size44	big_blue_rug	target	3	3	NA	NA	small_blue_rug	distractor	1	4	NA	NA	small_blue_rug	distractor	2	2	NA	NA	small_blue_rug	distractor	4	5	NA	NA	small_blue_rug	distractor	5	1	NA	NA	1	1	0	the biggest piece		1455301267831	the biggest piece	False	False	False	rug	big	blue	FALSE	TRUE	FALSE	FALSE	TRUE
0842-a	1455301284977	4	colorSizeTrial	color31	small_purple_rock	target	2	3	NA	NA	big_green_rock	distractor	1	2	NA	NA	big_green_rock	distractor	4	1	NA	NA	small_green_rock	distractor	3	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	violet one		1455301281681	violet one	False	False	False	rock	small	purple	TRUE	FALSE	FALSE	TRUE	FALSE
0842-a	1455301295003	5	colorSizeTrial	size21	small_pink_framee	target	3	2	NA	NA	big_green_framee	distractor	2	3	NA	NA	big_pink_framee	distractor	4	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	small and pink		1455301292328	small and pink	True	True	False	framee	small	pink	TRUE	TRUE	FALSE	FALSE	FALSE
0842-a	1455301332103	7	colorSizeTrial	color41	big_purple_butterfly	target	2	5	NA	NA	big_blue_butterfly	distractor	1	1	NA	NA	small_blue_butterfly	distractor	3	4	NA	NA	small_blue_butterfly	distractor	5	3	NA	NA	small_blue_butterfly	distractor	4	2	NA	NA	2	1	1	violet one	size	1455301317537___1455301328667	violet one	False	False	False	butterfly	big	purple	TRUE	FALSE	FALSE	TRUE	FALSE
0842-a	1455301348888	9	colorSizeTrial	size33	small_green_guitar	target	2	1	NA	NA	big_green_guitar	distractor	4	4	NA	NA	big_green_guitar	distractor	1	3	NA	NA	big_green_guitar	distractor	3	2	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	smallest		1455301346349	smallest	False	False	False	guitar	small	green	FALSE	TRUE	FALSE	FALSE	FALSE
0842-a	1455301369089	11	colorSizeTrial	color42	small_orange_napkin	target	4	5	NA	NA	big_yellow_napkin	distractor	3	3	NA	NA	small_yellow_napkin	distractor	1	2	NA	NA	small_yellow_napkin	distractor	5	1	NA	NA	big_yellow_napkin	distractor	2	4	NA	NA	1	1	0	darkest one		1455301367143	darkest one	False	False	False	napkin	small	orange	FALSE	FALSE	FALSE	TRUE	FALSE
0842-a	1455301402358	13	colorSizeTrial	color21	small_brown_jacket	target	3	3	NA	NA	small_green_jacket	distractor	2	2	NA	NA	big_green_jacket	distractor	4	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	brown		1455301398907	brown	False	True	False	jacket	small	brown	TRUE	FALSE	FALSE	FALSE	FALSE
0842-a	1455301430392	16	colorSizeTrial	color43	big_yellow_shoe	target	3	3	NA	NA	small_white_shoe	distractor	5	4	NA	NA	big_white_shoe	distractor	4	2	NA	NA	big_white_shoe	distractor	1	5	NA	NA	big_white_shoe	distractor	2	1	NA	NA	1	1	0	yellow		1455301427280	yellow	False	True	False	shoe	big	yellow	TRUE	FALSE	FALSE	FALSE	FALSE
0842-a	1455301437087	17	colorSizeTrial	size33	big_pink_weddingcake	target	2	3	NA	NA	small_pink_weddingcake	distractor	1	4	NA	NA	small_pink_weddingcake	distractor	4	2	NA	NA	small_pink_weddingcake	distractor	3	1	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	biggest		1455301435305	biggest	False	False	False	weddingcake	big	pink	FALSE	TRUE	FALSE	FALSE	FALSE
0842-a	1455301459806	20	colorSizeTrial	color41	big_green_pepper	target	5	3	NA	NA	small_red_pepper	distractor	4	2	NA	NA	small_red_pepper	distractor	2	4	NA	NA	big_red_pepper	distractor	3	1	NA	NA	small_red_pepper	distractor	1	5	NA	NA	1	1	0	green		1455301458784	green	False	True	False	pepper	big	green	TRUE	FALSE	FALSE	FALSE	FALSE
0842-a	1455301471882	21	colorSizeTrial	size41	small_purple_bike	target	4	2	NA	NA	big_red_bike	distractor	1	5	NA	NA	big_purple_bike	distractor	2	4	NA	NA	big_red_bike	distractor	3	3	NA	NA	big_red_bike	distractor	5	1	NA	NA	1	1	0	smallest purple		1455301470276	smallest purple	False	True	False	bike	small	purple	TRUE	TRUE	FALSE	FALSE	FALSE
0842-a	1455301476777	22	colorSizeTrial	color44	small_green_bracelet	target	1	3	NA	NA	small_purple_bracelet	distractor	5	1	NA	NA	small_purple_bracelet	distractor	2	4	NA	NA	small_purple_bracelet	distractor	3	5	NA	NA	small_purple_bracelet	distractor	4	2	NA	NA	1	1	0	green		1455301475705	green	False	True	False	bracelet	small	green	TRUE	FALSE	FALSE	FALSE	FALSE
0842-a	1455301494971	24	colorSizeTrial	color21	small_green_binder	target	3	3	NA	NA	big_blue_binder	distractor	2	4	NA	NA	small_blue_binder	distractor	4	2	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	green		1455301492956	green	False	True	False	binder	small	green	TRUE	FALSE	FALSE	FALSE	FALSE
0842-a	1455301505611	26	colorSizeTrial	size22	big_blue_ornament	target	3	4	NA	NA	small_blue_ornament	distractor	2	3	NA	NA	small_blue_ornament	distractor	4	2	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	biggest		1455301504668	biggest	False	False	False	ornament	big	blue	FALSE	TRUE	FALSE	FALSE	FALSE
0842-a	1455301511572	27	colorSizeTrial	size44	big_pink_bucket	target	3	4	NA	NA	small_pink_bucket	distractor	2	2	NA	NA	small_pink_bucket	distractor	5	3	NA	NA	small_pink_bucket	distractor	1	5	NA	NA	small_pink_bucket	distractor	4	1	NA	NA	1	1	0	biggest		1455301510811	biggest	False	False	False	bucket	big	pink	FALSE	TRUE	FALSE	FALSE	FALSE
0842-a	1455301545861	32	colorSizeTrial	size31	big_black_book	target	4	1	NA	NA	small_blue_book	distractor	1	3	NA	NA	small_blue_book	distractor	2	2	NA	NA	small_black_book	distractor	3	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	big black		1455301544777	big black	True	True	False	book	big	black	TRUE	TRUE	FALSE	FALSE	FALSE
0842-a	1455301560435	34	colorSizeTrial	color22	small_blue_tack	target	3	4	NA	NA	small_red_tack	distractor	2	2	NA	NA	small_red_tack	distractor	4	3	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	blue		1455301558186	blue	False	True	False	tack	small	blue	TRUE	FALSE	FALSE	FALSE	FALSE
0842-a	1455301566514	35	colorSizeTrial	color31	big_blue_golfball	target	3	3	NA	NA	small_pink_golfball	distractor	4	1	NA	NA	small_pink_golfball	distractor	2	2	NA	NA	big_pink_golfball	distractor	1	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	blue		1455301565090	blue	False	True	False	golfball	big	blue	TRUE	FALSE	FALSE	FALSE	FALSE
0842-a	1455301580690	37	colorSizeTrial	color42	big_red_yarn	target	3	5	NA	NA	big_purple_yarn	distractor	5	2	NA	NA	small_purple_yarn	distractor	1	3	NA	NA	small_purple_yarn	distractor	2	4	NA	NA	big_purple_yarn	distractor	4	1	NA	NA	1	1	0	red		1455301579770	red	False	True	False	yarn	big	red	TRUE	FALSE	FALSE	FALSE	FALSE
0842-a	1455301586515	38	colorSizeTrial	color32	big_brown_turtle	target	3	1	NA	NA	big_black_turtle	distractor	4	4	NA	NA	small_black_turtle	distractor	2	2	NA	NA	big_black_turtle	distractor	1	3	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	brown		1455301585315	brown	False	True	False	turtle	big	brown	TRUE	FALSE	FALSE	FALSE	FALSE
0842-a	1455301597642	39	colorSizeTrial	size43	big_blue_toothbrush	target	1	2	NA	NA	small_blue_toothbrush	distractor	3	1	NA	NA	small_blue_toothbrush	distractor	5	3	NA	NA	small_blue_toothbrush	distractor	4	4	NA	NA	small_red_toothbrush	distractor	2	5	NA	NA	1	1	0	big blue		1455301593608	big blue	True	True	False	toothbrush	big	blue	TRUE	TRUE	FALSE	FALSE	FALSE
0842-a	1455301631049	43	colorSizeTrial	color22	big_orange_cushion	target	3	3	NA	NA	big_blue_cushion	distractor	4	2	NA	NA	big_blue_cushion	distractor	2	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	orange		1455301630207	orange	False	True	False	cushion	big	orange	TRUE	FALSE	FALSE	FALSE	FALSE
0842-a	1455301638256	44	colorSizeTrial	size41	small_blue_candle	target	4	4	NA	NA	big_blue_candle	distractor	1	2	NA	NA	big_red_candle	distractor	3	5	NA	NA	big_red_candle	distractor	5	3	NA	NA	big_red_candle	distractor	2	1	NA	NA	1	1	0	small blue		1455301636632	small blue	True	True	False	candle	small	blue	TRUE	TRUE	FALSE	FALSE	FALSE
0842-a	1455301644157	45	colorSizeTrial	size42	small_red_flower	target	4	1	NA	NA	big_purple_flower	distractor	2	4	NA	NA	big_purple_flower	distractor	5	3	NA	NA	big_red_flower	distractor	1	2	NA	NA	big_red_flower	distractor	3	5	NA	NA	1	1	0	small red		1455301643085	small red	True	True	False	flower	small	red	TRUE	TRUE	FALSE	FALSE	FALSE
0842-a	1455301653799	46	colorSizeTrial	size42	small_orange_billiardball	target	3	4	NA	NA	big_orange_billiardball	distractor	5	3	NA	NA	big_orange_billiardball	distractor	4	1	NA	NA	big_purple_billiardball	distractor	2	2	NA	NA	big_purple_billiardball	distractor	1	5	NA	NA	1	1	0	small orange		1455301652642	small orange	True	True	False	billiardball	small	orange	TRUE	TRUE	FALSE	FALSE	FALSE
0842-a	1455301711665	50	colorSizeTrial	size32	small_pink_hairdryer	target	1	2	NA	NA	big_pink_hairdryer	distractor	4	4	NA	NA	big_purple_hairdryer	distractor	2	1	NA	NA	big_pink_hairdryer	distractor	3	3	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	small pink		1455301696973	small pink	True	True	False	hairdryer	small	pink	TRUE	TRUE	FALSE	FALSE	FALSE
0842-a	1455301727863	52	colorSizeTrial	color32	big_black_comb	target	4	1	NA	NA	big_blue_comb	distractor	3	4	NA	NA	big_blue_comb	distractor	2	2	NA	NA	small_blue_comb	distractor	1	3	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	black		1455301726200	black	False	True	False	comb	big	black	TRUE	FALSE	FALSE	FALSE	FALSE
0842-a	1455301749067	55	colorSizeTrial	size43	big_black_avocado	target	2	5	NA	NA	small_black_avocado	distractor	4	2	NA	NA	small_black_avocado	distractor	1	4	NA	NA	small_black_avocado	distractor	5	3	NA	NA	small_green_avocado	distractor	3	1	NA	NA	1	1	0	big black		1455301747008	big black	True	True	False	avocado	big	black	TRUE	TRUE	FALSE	FALSE	FALSE
0842-a	1455301756904	56	colorSizeTrial	color43	small_purple_stapler	target	1	4	NA	NA	small_red_stapler	distractor	5	3	NA	NA	small_red_stapler	distractor	4	1	NA	NA	small_red_stapler	distractor	2	5	NA	NA	big_red_stapler	distractor	3	2	NA	NA	1	1	0	violet		1455301755667	violet	False	False	False	stapler	small	purple	TRUE	FALSE	FALSE	FALSE	FALSE
0842-a	1455301811380	62	colorSizeTrial	size22	small_red_chair	target	4	3	NA	NA	big_red_chair	distractor	3	4	NA	NA	big_red_chair	distractor	2	2	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	small		1455301808984	small	True	False	False	chair	small	red	FALSE	TRUE	FALSE	FALSE	FALSE
0842-a	1455301818573	63	colorSizeTrial	color33	small_white_teacup	target	2	4	NA	NA	small_pink_teacup	distractor	1	2	NA	NA	small_pink_teacup	distractor	3	1	NA	NA	small_pink_teacup	distractor	4	3	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	whaite		1455301815263	whaite	False	False	False	teacup	small	white	FALSE	FALSE	FALSE	FALSE	FALSE
0842-a	1455301824339	64	colorSizeTrial	color33	big_purple_coathanger	target	1	3	NA	NA	big_orange_coathanger	distractor	4	1	NA	NA	big_orange_coathanger	distractor	2	4	NA	NA	big_orange_coathanger	distractor	3	2	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	violet		1455301823368	violet	False	False	False	coathanger	big	purple	TRUE	FALSE	FALSE	FALSE	FALSE
0842-a	1455301851857	68	colorSizeTrial	size32	big_blue_cap	target	1	2	NA	NA	small_orange_cap	distractor	4	4	NA	NA	small_blue_cap	distractor	3	1	NA	NA	small_blue_cap	distractor	2	3	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	big blue		1455301850457	big blue	True	True	False	cap	big	blue	TRUE	TRUE	FALSE	FALSE	FALSE
0842-a	1455301859458	69	colorSizeTrial	size31	small_black_belt	target	1	2	NA	NA	big_brown_belt	distractor	4	1	NA	NA	big_brown_belt	distractor	3	3	NA	NA	big_black_belt	distractor	2	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	small black		1455301858534	small black	True	True	False	belt	small	black	TRUE	TRUE	FALSE	FALSE	FALSE
0842-a	1455301873019	71	colorSizeTrial	color44	small_pink_balloon	target	2	4	NA	NA	small_yellow_balloon	distractor	3	5	NA	NA	small_yellow_balloon	distractor	1	3	NA	NA	small_yellow_balloon	distractor	4	1	NA	NA	small_yellow_balloon	distractor	5	2	NA	NA	1	1	0	pink		1455301871841	pink	False	True	False	balloon	small	pink	TRUE	FALSE	FALSE	FALSE	FALSE
0842-a	1455301879231	72	colorSizeTrial	size21	big_pink_phone	target	3	4	NA	NA	small_white_phone	distractor	4	3	NA	NA	small_pink_phone	distractor	2	2	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	big pink		1455301878248	big pink	True	True	False	phone	big	pink	TRUE	TRUE	FALSE	FALSE	FALSE
7734-1	1455302991724	2	colorSizeTrial	size41	small_purple_bike	target	2	2	NA	NA	big_red_bike	distractor	5	3	NA	NA	big_purple_bike	distractor	1	5	NA	NA	big_red_bike	distractor	3	4	NA	NA	big_red_bike	distractor	4	1	NA	NA	1	1	0	the smaller object		1455302989271	the smaller object	False	False	False	bike	small	purple	FALSE	TRUE	FALSE	TRUE	TRUE
